"","year","cow_code","n_attacks","party_banVD","oilHM","popHM","polity2","ccode","ccodealp","code_wb","dd_cga","ht_region","country_name","civtot","ethviol","banethnic","banrelig","bansys","banall","govstruct","elecSystem","partybanIEP","elecleg","elecexec","unitary","PRsystem","Independent.Country","NewEthFrac","fd_n_attacks","d_civtot","lnoilcap","lnpop","partybanUni"
"499",2001,95,0,0,0,3006435,9,591,"PAN",591,1,2,0,0,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.585191794335933,0,0,0,14.9162655494043,0
"500",2002,95,0,0,0,3062835,9,591,"PAN",591,1,2,0,0,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.587480084336548,0,0,0,14.9348515156078,0
"501",2003,95,0,0,0,3119132,9,591,"PAN",591,1,2,0,0,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.589761416568994,0,0,0,14.9530653159512,0
"502",2004,95,0,0,0,3175354,9,591,"PAN",591,1,2,0,0,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.59203585438104,0,0,0,14.9709296801567,0
"503",2005,95,0,0,0,3231502,9,591,"PAN",591,1,2,0,0,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.594303243114628,0,0,0,14.9884576025925,0
"504",2006,95,0,0,0,3287538,9,591,"PAN",591,1,2,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.596563402202397,0,0,0,15.0056495143367,0
"505",2007,95,0,0,NA,NA,9,591,"PAN",591,1,2,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.598816296888311,0,0,NA,NA,0
"506",2008,95,0,0,NA,NA,9,591,"PAN",591,1,2,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.6010617625114,0,0,NA,NA,0
"507",2009,95,0,0,NA,NA,9,591,"PAN",591,NA,2,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.603299697377675,0,0,NA,NA,0
"508",2010,95,0,0,NA,NA,9,591,"PAN",591,NA,2,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.605529827731176,0,0,NA,NA,0
"509",2011,95,0,0,NA,NA,9,591,"PAN",591,NA,2,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.607752355589587,0,0,NA,NA,0
"510",2012,95,0,0,NA,NA,9,591,"PAN",591,NA,2,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.609966829800507,0,0,NA,NA,0
"511",1970,100,0,0,1.75,22500497,7,170,"COL",170,1,2,0,0,0,"0","0","0","1","1","3","1","1","1","1",1,1,0.655149766657157,NA,0,7.77760567901805e-08,16.9290479558196,0
"512",1971,100,0,0,1.675,23067381,7,170,"COL",170,1,2,0,0,0,"0","0","0","1","1","3","1","1","1","1",1,1,0.654947868727614,0,0,7.26133555788291e-08,16.9539300996484,0
"513",1972,100,1,0,1.663,23622512,7,170,"COL",170,1,2,0,0,0,"0","0","0","1","1","3","1","1","1","1",1,1,0.654738274504352,1,0,7.0398945748463e-08,16.9777107136291,0
"514",1973,100,5,0,1.5,24173282,7,170,"COL",170,1,2,0,0,0,"0","0","0","1","1","3","1","1","1","1",1,1,0.654520789729528,4,0,6.2051977629443e-08,17.0007585316284,0
"515",1974,100,0,0,1.432,24730478,8,170,"COL",170,1,2,0,0,0,"0","0","0","1","1","3","1","1","1","1",1,1,0.654295632366354,-5,0,5.79042572668017e-08,17.0235469680613,0
"516",1975,100,9,0,0.9,25301939,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.654062694624511,9,1,3.55703957734884e-08,17.0463915910772,0
"517",1976,100,10,0,0.5566,25889952,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.653821899979395,1,1,2.14986877098938e-08,17.0693654977283,0
"518",1977,100,51,0,0.825,26492218,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.653573396661827,41,1,3.11412200063054e-08,17.0923615874524,0
"519",1978,100,102,0,0.96,27106431,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.65331714054821,51,1,3.54159491013009e-08,17.1152815639703,0
"520",1979,100,108,0,0.75,27728575,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.653053011644218,6,1,2.70479095460201e-08,17.1379740278835,0
"521",1980,100,86,0,0.71,28355626,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.652780957278665,-22,1,2.50391224617046e-08,17.1603360164216,0
"522",1981,100,133,0,0.8,28987215,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.652501264865104,47,1,2.75983736497112e-08,17.1823654286735,0
"523",1982,100,175,0,0.51645,29624219,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.652213513482989,42,1,1.74333708170832e-08,17.2041027942029,0
"524",1983,100,179,0,0.536,30266234,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.651917806276985,4,1,1.77095041506483e-08,17.2255432596471,0
"525",1984,100,161,0,0.56,30912956,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.65161407267346,-18,1,1.81153816971665e-08,17.2466859420172,0
"526",1985,100,291,0,0.624,31564089,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.65130228553483,130,1,1.97693015557698e-08,17.2675306082871,0
"527",1986,100,206,0,1.224,32219197,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.65098239828864,-85,1,3.79897728275738e-08,17.2880730129941,0
"528",1987,100,211,0,1.2905,32877903,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.650654275251053,5,1,3.92512861170889e-08,17.3083113487461,0
"529",1988,100,270,0,1.59,33540068,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.650317954265773,59,1,4.74059851239757e-08,17.3282513417872,0
"530",1989,100,253,0,2.028,34205644,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.649973235166827,-17,1,5.92884594940224e-08,17.3479012176568,0
"531",1990,100,146,0,2.06,34874523,8,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.64962017690626,-107,1,5.90689064646021e-08,17.3672671205929,0
"532",1991,100,301,0,2,35546006,9,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.649258593862619,155,1,5.62651100980052e-08,17.3863383590974,0
"533",1992,100,211,0,1.9352,36219665,9,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.648888309420631,-90,1,5.34295373659237e-08,17.4051127613431,0
"534",1994,100,125,0,1.9352,37575515,9,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.648121821486912,-86,1,5.15016214180459e-08,17.4418631994309,0
"535",1995,100,69,0,3.393044,38258569,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.647725298255277,-56,1,8.86871605684603e-08,17.4598781192905,0
"536",1996,100,196,0,3.5,38944760,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.647319807816786,127,1,8.98708798075451e-08,17.4776547897803,0
"537",1997,100,262,0,2.8,39632703,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.646905062116493,66,1,7.06487241510171e-08,17.4951651687453,0
"538",1998,100,58,0,2.8,40320162,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.646481394180236,-204,1,6.94441631178741e-08,17.5123621995765,0
"539",1999,100,85,0,2.5772,41004272,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.646048261328652,27,1,6.2851985639279e-08,17.5291868143626,0
"540",2000,100,115,0,2.5772,41682594,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.645605702667345,30,1,6.18291634317185e-08,17.5455941895573,0
"541",2001,100,147,0,1.972,42354499,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.645153601141804,32,1,4.65593974749099e-08,17.5615852071862,0
"542",2002,100,133,0,1.75,43019308,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.644691884118467,-14,1,4.06794076809746e-08,17.5771595961329,0
"543",2003,100,71,0,1.84229,43674544,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.644220457464706,-62,1,4.2182236813133e-08,17.5922759731743,0
"544",2004,100,28,0,1.84229,44317343,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.643739029903345,-43,1,4.15704064746042e-08,17.6068866482452,0
"545",2005,100,38,0,1.542,44945790,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.643247650301549,10,1,3.43079958552527e-08,17.6209676548738,0
"546",2006,100,37,0,1.542,45558450,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.642746021351545,-1,1,3.38466293704156e-08,17.6345066748934,0
"547",2007,100,23,0,1.453,NA,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.642234223761615,-14,1,NA,NA,0
"548",2008,100,102,0,1.506,NA,7,170,"COL",170,1,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.641711944856646,79,1,NA,NA,0
"549",2009,100,110,0,NA,NA,7,170,"COL",170,NA,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.641179129979403,8,1,NA,NA,0
"550",2010,100,127,0,NA,NA,7,170,"COL",170,NA,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.640635500059126,17,1,NA,NA,0
"551",2011,100,90,0,NA,NA,7,170,"COL",170,NA,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.640081168158587,-37,1,NA,NA,0
"552",2012,100,93,0,NA,NA,7,170,"COL",170,NA,2,4,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.639515811356619,3,1,NA,NA,0
"553",1970,101,2,0,14.75,10721086,9,862,"VEN",862,1,2,0,0,0,"0","0","1","0","3","4","1","1","1","0",1,1,0.468817313264543,NA,0,1.37579251342057e-06,16.187723014446,0
"554",1971,101,3,0,14,11089373,9,862,"VEN",862,1,2,0,0,0,"0","0","1","0","3","4","1","1","1","0",1,1,0.469989155188023,1,0,1.26246913723453e-06,16.2214978203071,0
"555",1972,101,1,0,13.9,11474382,9,862,"VEN",862,1,2,0,0,0,"0","0","1","0","3","4","1","1","1","0",1,1,0.471163089888462,-2,0,1.2113934834225e-06,16.2556274562514,0
"556",1973,101,3,0,13.7,11876784,9,862,"VEN",862,1,2,0,0,0,"0","0","1","0","3","4","1","1","1","0",1,1,0.472339211496985,2,0,1.15351025149163e-06,16.2900961281803,0
"557",1974,101,1,0,14,12296944,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.473517190027775,-2,0,1.13849359901525e-06,16.324861334188,0
"558",1975,101,5,0,15,12734338,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.474697181484038,4,0,1.17791683910204e-06,16.3598126823198,0
"559",1976,101,0,0,17.7,13190492,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.475879223069556,-5,0,1.34187474761677e-06,16.3950068249834,0
"560",1977,101,1,0,15.27,13663414,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.477062848104868,1,0,1.1175824333792e-06,16.430232307674,0
"561",1978,101,0,0,18.2,14144724,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.478248261800091,-1,0,1.2866980147879e-06,16.4648522503323,0
"562",1979,101,0,0,18,14623260,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.479435690841186,0,0,1.23091492069808e-06,16.4981239696452,0
"563",1980,101,2,0,17.87,15091222,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.480624513197191,2,0,1.18413137242238e-06,16.5296238082472,0
"564",1981,101,5,0,17.95,15570222,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.481814853483177,3,0,1.15284095830985e-06,16.5608708018974,0
"565",1982,101,2,0,20.3,16047654,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.483006847019229,-3,0,1.26498160784403e-06,16.5910732286324,0
"566",1983,101,1,0,21.5,16522182,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.484200228520038,-1,0,1.30128006169597e-06,16.6202143996595,0
"567",1984,101,1,0,24.85,16993078,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.48539500469052,0,0,1.46235907528538e-06,16.6483166426311,0
"568",1985,101,0,0,25.845,17460000,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.486591048087807,-1,0,1.48023945435651e-06,16.6754231083757,0
"569",1986,101,0,0,25.591,17922990,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.487788264486015,0,0,1.42782993967245e-06,16.7015948042713,0
"570",1987,101,1,0,25,18382478,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.488986628542076,1,0,1.35998982300911e-06,16.7269084862614,0
"571",1988,101,2,0,56.3,18839278,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.490186307665204,1,0,2.98843277718736e-06,16.7514545036605,0
"572",1989,101,1,0,58.0839,19294590,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.491386839417438,-1,0,3.01036780646897e-06,16.7753353036998,0
"573",1990,101,0,0,58.504,19750000,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.492588463239574,-1,0,2.96222346073625e-06,16.7986640493114,0
"574",1991,101,3,0,59.04,20197000,9,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.49379081268724,3,0,2.92320214414552e-06,16.8210446364905,0
"575",1992,101,3,0,59.1,20659000,8,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.494993952363498,0,0,2.86073456916513e-06,16.8436616177738,0
"576",1994,101,1,0,63.33,21583000,8,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.497402631639814,-2,0,2.9342495059014e-06,16.8874165257411,0
"577",1995,101,1,0,64.477,22043000,8,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.498607904023613,0,0,2.92505129512193e-06,16.9085056491385,0
"578",1996,101,1,0,64.477,22502000,8,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.499813716176578,0,0,2.86538563781284e-06,16.9291147521132,0
"579",1997,101,0,0,64.878,22959000,8,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.501019782191048,-1,0,2.82581594720069e-06,16.9492205744602,0
"580",1998,101,0,0,71.668879,23413000,8,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.502226436214991,0,0,3.06106732612984e-06,16.9688019816196,0
"581",1999,101,3,0,72.6,23867000,7,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.503433292065055,3,0,3.04185233077133e-06,16.9880073096457,0
"582",2000,101,0,0,72.6,24311000,7,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.504640526270758,-3,0,2.98629803785108e-06,17.0064394807815,0
"583",2001,101,1,0,76.862,24765000,6,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.505847903097469,1,0,3.10364953453038e-06,17.0249419240045,0
"584",2002,101,0,0,77.685,25220000,6,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.507055272852494,-1,0,3.08028867379571e-06,17.043147888501,0
"585",2003,101,0,0,77.8,25674000,6,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.50826270126054,0,0,3.03029843892356e-06,17.060989364627,0
"586",2004,101,0,0,77.8,26127000,6,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.50947005847346,0,0,2.97775803441138e-06,17.078479820343,0
"587",2005,101,0,0,77.226,26577000,6,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.510677193950194,0,0,2.90574134782204e-06,17.0955567380623,0
"588",2006,101,0,0,79.729,27020920,5,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.51188414988962,0,0,2.95063537342224e-06,17.1121219387694,0
"589",2007,101,0,0,80.012,NA,5,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.51309083995312,0,0,NA,NA,0
"590",2008,101,0,0,87.035,NA,5,862,"VEN",862,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.514297092855236,0,0,NA,NA,0
"591",2009,101,0,0,NA,NA,-3,862,"VEN",862,NA,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.515503016478958,0,0,NA,NA,0
"592",2010,101,0,0,NA,NA,-3,862,"VEN",862,NA,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.516708347363074,0,0,NA,NA,0
"593",2011,101,0,0,NA,NA,-3,862,"VEN",862,NA,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.51791293821024,0,0,NA,NA,0
"594",2012,101,0,0,NA,NA,-3,862,"VEN",862,NA,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.51911715659612,0,0,NA,NA,0
"595",1970,110,0,0,0,709379,1,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.62587928155015,NA,0,0,13.4721452184025,0
"596",1971,110,0,0,0,716722,1,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.627993740206083,0,0,0,13.4824433177576,0
"597",1972,110,0,0,0,721868,1,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.630083530061304,0,0,0,13.4895975756756,0
"598",1973,110,0,0,0,725685,1,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.632148718982088,0,0,0,13.4948713153544,0
"599",1974,110,0,0,0,729405,1,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.634189369576829,0,0,0,13.4999844122825,0
"600",1975,110,0,0,0,733882,1,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.636205318610394,0,0,0,13.5061035317301,0
"601",1976,110,0,0,0,739473,1,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.638196521696674,0,0,0,13.5136930493103,0
"602",1977,110,0,0,0,745815,1,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.640163032750313,0,0,0,13.5222328591553,0
"603",1978,110,1,0,0,752169,0,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.642104744397085,1,0,0,13.5307163117256,0
"604",1979,110,0,0,0,757444,0,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.644021882833275,-1,0,0,13.5377048862402,0
"605",1980,110,1,0,0,760860,-7,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.645914197564317,1,0,0,13.542204651457,0
"606",1981,110,0,0,0,762313,-7,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.647781767569792,-1,0,0,13.5441125114844,0
"607",1982,110,0,0,0,762117,-7,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.649624696606948,0,0,0,13.5438553661893,0
"608",1983,110,0,0,0,760436,-7,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.651442954094742,0,0,0,13.5416472319792,0
"609",1984,110,0,0,0,757561,-7,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.653236520458255,0,0,0,13.5378593411763,0
"610",1985,110,0,0,0,753790,-7,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.655005537852052,0,0,0,13.5328690936088,0
"611",1986,110,0,0,0,749019,-7,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.656749906190353,0,0,0,13.5265196293338,0
"612",1987,110,0,0,0,743393,-7,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.65846971254476,0,0,0,13.5189801206051,0
"613",1988,110,0,0,0,737769,-7,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.660165051026856,0,0,0,13.5113860464553,0
"614",1989,110,0,0,0,733260,-7,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.661835869548739,0,0,0,13.5052556246601,0
"615",1990,110,0,0,0,730620,-7,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.663482359266544,0,0,0,13.5016487677291,0
"616",1991,110,0,0,0,730294,-7,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.66510454650141,0,0,0,13.5012024717727,0
"617",1992,110,0,0,0,731987,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.666702388830787,0,0,0,13.5035180332229,0
"618",1994,110,0,0,0,737443,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.669825730885105,0,0,0,13.5109440760736,0
"619",1995,110,0,0,0,738966,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.671351327575932,0,0,0,13.5130071907529,0
"620",1996,110,0,0,0,739025,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.67285293765256,0,0,0,13.5130870288575,0
"621",1997,110,0,0,0,737948,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.674330732576071,0,0,0,13.5116286403955,0
"622",1998,110,0,0,0,736291,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.675784879875559,0,0,0,13.5093807000035,0
"623",1999,110,0,0,0,734911,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.677215315359566,0,0,0,13.5075046824278,0
"624",2000,110,0,0,0,734397,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.678622266196006,0,0,0,13.5068050333128,0
"625",2001,110,0,0,0,734917,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.680005799597285,0,0,0,13.5075128466484,0
"626",2002,110,0,0,0,736174,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.681366123337071,0,0,0,13.5092217828133,0
"627",2003,110,0,0,0,737741,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.682703181543972,0,0,0,13.5113480934763,0
"628",2004,110,0,0,0,738992,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.684017281572523,0,0,0,13.513042374432,0
"629",2005,110,0,0,0,739472,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.685308569040851,0,0,0,13.5136916969949,0
"630",2006,110,0,0,0,739065,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.686577023617749,0,0,0,13.5131411527606,0
"631",2007,110,0,0,NA,NA,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.687822882473463,0,0,NA,NA,0
"632",2008,110,0,0,NA,NA,6,328,"GUY",328,0,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.689046279093235,0,0,NA,NA,0
"633",2009,110,0,0,NA,NA,6,328,"GUY",328,NA,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.690247373004402,0,0,NA,NA,0
"634",2010,110,0,0,NA,NA,6,328,"GUY",328,NA,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.691426415094772,0,0,NA,NA,0
"635",2011,110,0,0,NA,NA,6,328,"GUY",328,NA,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.692583383509408,0,0,NA,NA,0
"636",2012,110,0,0,NA,NA,6,328,"GUY",328,NA,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,1,0.693718576978227,0,0,NA,NA,0
"637",2006,115,0,0,0.111,505000,5,740,"SUR",740,1,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,NA,NA,0,0,2.19801956016011e-07,13.1323137082575,0
"638",2007,115,0,0,0.111,NA,5,740,"SUR",740,1,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,NA,NA,0,0,NA,NA,0
"639",2008,115,0,0,0.088,NA,5,740,"SUR",740,1,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,NA,NA,0,0,NA,NA,0
"640",2009,115,0,0,NA,NA,5,740,"SUR",740,NA,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,NA,NA,0,0,NA,NA,0
"641",2010,115,0,0,NA,NA,5,740,"SUR",740,NA,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,NA,NA,0,0,NA,NA,0
"642",2011,115,0,0,NA,NA,5,740,"SUR",740,NA,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,NA,NA,0,0,NA,NA,0
"643",2012,115,0,0,NA,NA,5,740,"SUR",740,NA,10,0,0,0,"0","0","0","0","1","3","0","1","0","1",1,NA,NA,0,0,NA,NA,0
"644",1970,130,0,0,0.5,5969919,0,218,"ECU",218,0,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.66648903016325,NA,0,8.37532266216896e-08,15.6022439174375,0
"645",1971,130,0,0,0.75,6148336,0,218,"ECU",218,0,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.665825092380129,0,0,1.21984217281242e-07,15.6316920340666,0
